Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,Location
CURRY PLACE,385 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878,BBWLHR24428,On Premise,"CURRY PLACE TWO, LLC","385 MUDDY BRANCH ROAD
GAITHERSBURG, MD 20878
(39.126496, -77.211286)"
TAVIRA RESTAURANT,8401 CONNECTICUT AVE,CHEVY CHASE,MD,20815,BBWLHR260,On Premise,"DUCA, LLC","8401 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.994246, -77.077062)"
LA ANTIGUA RESTAURANT,11260 GEORGIA AVE,SILVER SPRING,MD,20902,BBWLHR403,On Premise,"LA ANTIGUA RESTAURANT, INC.","11260 GEORGIA AVE
SILVER SPRING, MD 20902
(39.040157, -77.051423)"
CUBA DE AYER,15446 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,BBWLHR139,On Premise,"CUBA DE AYER, INC.","15446 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.109189, -76.935466)"
RANDOLPH BEER & WINE,5401 RANDOLPH ROAD,ROCKVILLE,MD,20852,DBW161,On/Off-Premise,"COAST RESOURCES, INC.","5401 RANDOLPH ROAD
ROCKVILLE, MD 20852
(39.053481, -77.107079)"
HOLIDAY INN EXPRESS & SUITES,20260 GOLDENROD LANE,GERMANTOWN,MD,20876,BBWLHM219,On Premise,"GERMANTOWN HOSPITALITY, LLC","20260 GOLDENROD LANE
GERMANTOWN, MD 20876
(39.186, -77.251846)"
WONG GEE ASIAN RESTAURANT,"2417 UNIVERSITY BLVD, WEST",SILVER SPRING,MD,20902,BBWLHR509,On Premise,WONG GEE ASIAN RESTAURANT CORP,"2417 UNIVERSITY BLVD, WEST
SILVER SPRING, MD 20902
(39.041672, -77.050516)"
LOVE SUSHI,9031 GAITHER ROAD,GAITHERSBURG,MD,20877,HBW299,On Premise,"KAWA ENTERPRISE, INC","9031 GAITHER ROAD
GAITHERSBURG, MD 20877
(39.117517, -77.185054)"
EVANGADI SPORTS BAR & LOUNGE,953 BONIFANT STREET,SILVER SPRING,MD,20910,BBWLHR24054,On Premise,"CLOUD SPORTS BAR, LLC","953 BONIFANT STREET
SILVER SPRING, MD 20910
(38.993683, -77.02569)"
AGRODOLCE,"21030 FREDERICK ROAD, UNIT J",GERMANTOWN,MD,20876,HBW184,On Premise,"AGRODOLCE,LLC","21030 FREDERICK ROAD, UNIT J
GERMANTOWN, MD 20876
(39.201462, -77.24556)"
MAMMA LENA,13507 CLOPPER ROAD,GERMANTOWN,MD,20874,BBWHR24735,On/Off-Premise,"MAMMA LENA, LLC","13507 CLOPPER ROAD
GERMANTOWN, MD 20874
(39.161818, -77.280945)"
PENANG MALAYSIAN CUISINE,4933 BETHESDA AVENUE,BETHESDA,MD,20814,BBWLHR21451,On Premise,"32168, INC","4933 BETHESDA AVENUE
BETHESDA, MD 20814
(38.980799, -77.099575)"
LA FOGATA RESTAURANT,2259 BEL PRE ROAD,SILVER SPRING,MD,20906,BBWLHR858,On Premise,"LA FOGATA RESTAURANT, INC","2259 BEL PRE ROAD
SILVER SPRING, MD 20906
(39.090489, -77.048503)"
6/12 CONVENIENT MART,14100-C DARNESTOWN ROAD,GERMANTOWN,MD,20874,ABWS223,Off Premise,NIVA LLC,"14100-C DARNESTOWN ROAD
GERMANTOWN, MD 20874
(39.103449, -77.292042)"
WILLOUGHBY MARKET,4515 WILLARD AVE,CHEVY CHASE,MD,20815,ABW175,Off Premise,CHAE UNG CHO,"4515 WILLARD AVE
CHEVY CHASE, MD 20815
(38.962385, -77.090858)"
SUSHI CHALET,323 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878,HBW118,On Premise,"PBDK,LLC","323 MUDDY BRANCH ROAD
GAITHERSBURG, MD 20878
(39.127265, -77.21014)"
BASSETT'S,19950 FISHER AVE,POOLESVILLE,MD,20837,BBWLHR262,On Premise,P.O. BOX 147,"19950 FISHER AVE
POOLESVILLE, MD 20837
(39.146172, -77.417189)"
4935 BAR & KITCHEN,4935 CORDELL AVE,BETHESDA,MD,20814,BBWLHR751,On Premise,"ALFRED RESTAURANT GROUP, LLC","4935 CORDELL AVE
BETHESDA, MD 20814
(38.988887, -77.098588)"
JULLIANO'S ITALIAN CAFE,6840 OLNEY LAYTONSVILLE ROAD,LAYTONSVILLE,MD,20882,HBW281,On Premise,"FUENTES RESTAURANT, INC.","6840 OLNEY LAYTONSVILLE ROAD
LAYTONSVILLE, MD 20882
(39.204419, -77.139762)"
URBAN WINERY,949-A BONIFANT STREET,SILVER SPRING,MD,20910,DBW21272,On/Off-Premise,URBAN WINERY,"949-A BONIFANT STREET
SILVER SPRING, MD 20910
(38.993699, -77.025653)"
ROUND HOUSE THEATRE,4545 EAST-WEST HIGHWAY,BETHESDA,MD,20814,STBW004,On Premise,"ROUND HOUSE THEATRE, INC.","4545 EAST-WEST HIGHWAY
BETHESDA, MD 20814
(38.984947, -77.091791)"
O'DONNELL'S MARKET,1073 SEVEN LOCKS ROAD,ROCKVILLE,MD,20850,HBW21614,On Premise,"O'DONNELL'S MARKET, LLC","1073 SEVEN LOCKS ROAD
ROCKVILLE, MD 20850
(39.062109, -77.160803)"
VILLAGE BEER & WINE - POOLESVILLE,"19710 FISHER AVE, UNIT G",POOLESVILLE,MD,20837,ABW238,Off Premise,"MANAKAMANA, INC.","19710 FISHER AVE, UNIT G
POOLESVILLE, MD 20837
(39.144809, -77.412165)"
GEORGIA MARKET,"13623 GEORGIA AVE, UNIT D",SILVER SPRING,MD,20906,ABW147,Off Premise,"MUHN, INC.","13623 GEORGIA AVE, UNIT D
SILVER SPRING, MD 20906
(39.079414, -77.073231)"
SUGO MACARONI BAR,12505 PARK POTOMAC AVE,POTOMAC,MD,20854,BBWLHR706,On Premise,"SUGO, LLC","12505 PARK POTOMAC AVE
POTOMAC, MD 20854
(39.060217, -77.157813)"
LEBANESE TAVERNA CAFE - TOWN CENTER,"115 GIBBS STREET, UNIT A",ROCKVILLE,MD,20850,BBWLHR434,On Premise,"LEBANESE TAVERNA ROCKVILLE, IN","115 GIBBS STREET, UNIT A
ROCKVILLE, MD 20850
(39.086116, -77.151973)"
RAINBOW RESTAURANT,"312 E. DIAMOND AVE, B-1",GAITHERSBURG,MD,20877,HBW119,On Premise,RAINBOW REST. AND CATERING SER,"312 E. DIAMOND AVE, B-1
GAITHERSBURG, MD 20877
(39.142162, -77.192704)"
ETCHISON COUNTRY STORE,7000 DAMASCUS ROAD,GAITHERSBURG,MD,20882,ABW118,Off Premise,ELK INCORPORATED,"7000 DAMASCUS ROAD
GAITHERSBURG, MD 20882
(39.255887, -77.145206)"
CARRABBAS ITALIAN GRILL,19935 CENTURY BLVD,GERMANTOWN,MD,20874,BBWLHR099,On Premise,"CARRABBAS OF GERMANTOWN, INC.","19935 CENTURY BLVD
GERMANTOWN, MD 20874
(39.183402, -77.262396)"
BEMNET SUPERMARKET & DELI,617 SLIGO AVENUE,SILVER SPRING,MD,20910,DBW18176,On/Off-Premise,"BEMNET SUPERMARKET & DELI, LLC","617 SLIGO AVENUE
SILVER SPRING, MD 20910
(38.991185, -77.014067)"
MI PUEBLITO,6 NORTH SUMMIT AVE,GAITHERSBURG,MD,20877,BBWLHR774,On Premise,"MI PUEBLITO RESTAURANT, LLC","6 NORTH SUMMIT AVE
GAITHERSBURG, MD 20877
(39.142325, -77.193381)"
BOWLMOR,15720 SHADY GROVE ROAD,GAITHERSBURG,MD,20877,BBWLHR497,On Premise,"AMF BOWLING CENTERS, INC.","15720 SHADY GROVE ROAD
GAITHERSBURG, MD 20877
(39.113715, -77.18643)"
GRAND FUSION,350 FORTUNE TERRACE,ROCKVILLE,MD,20854,HBW025,On Premise,"KYS ENTERPRISES, INC.","350 FORTUNE TERRACE
ROCKVILLE, MD 20854
(39.062399, -77.159582)"
JONATHANS A PUBLICK HOUSE,820 BALTIMORE ROAD,ROCKVILLE,MD,20851,BBWLHR082,On Premise,"MOONBURST INDUSTRIES, INC.","820 BALTIMORE ROAD
ROCKVILLE, MD 20851
(39.084495, -77.135855)"
EL AGUILA RESTAURANT - 16TH STREET,8649 16TH STREET,SILVER SPRING,MD,20910,BBWLHR213,On Premise,J.M.D. RESTAURANTS INC.,"8649 16TH STREET
SILVER SPRING, MD 20910
(38.998606, -77.039531)"
LA MADELEINE - PIKE & ROSE,11610 OLD GEORGETOWN ROAD,ROCKVILLE,MD,20852,BBWLHR18642,On Premise,"LA MADELEINE OF MARYLAND, LLC","11610 OLD GEORGETOWN ROAD
ROCKVILLE, MD 20852
(39.049174, -77.116479)"
HOUSE OF POOLESVILLE,19611 FISHER AVE,POOLESVILLE,MD,20837,BBWLHR480,On Premise,"HOUSE OF POOLESVILLE,LLC","19611 FISHER AVE
POOLESVILLE, MD 20837
(39.14421, -77.409873)"
ANDY'S BEER AND WINE,15523 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20905,ABW21694,Off Premise,"JS2Y, INC","15523 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20905
(39.110833, -76.995814)"
MAKI CAFE,842-C ROCKVILLE PIKE,ROCKVILLE,MD,20852,DBW152,On/Off-Premise,"MAKI, LLC","842-C ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.075496, -77.137095)"
LITTLE BENNETT GOLF COURSE,25900 PRESCOTT ROAD,CLARKSBURG,MD,20871,HBW100,On Premise,MONTGOMERY CO. REV. AUTHORITY,"25900 PRESCOTT ROAD
CLARKSBURG, MD 20871
(39.281759, -77.29496)"
DENIZENS BREWING COMPANY,1115 EAST WEST HIGHWAY,SILVER SPRING,MD,20910,DBW159,On/Off-Premise,"CITIZENS BREWING, LLC","1115 EAST WEST HIGHWAY
SILVER SPRING, MD 20910
(38.988634, -77.027726)"
MARRIOTT SUITES - BETHESDA,6711 DEMOCRACY BLVD,BETHESDA,MD,20817,BBWLHM006,On Premise,ADAM SALAMA,"6711 DEMOCRACY BLVD
BETHESDA, MD 20817
(39.021509, -77.137961)"
MEMSAHIB RESTAURANT,4840 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852,BBWLHR224,On Premise,SUDARSHAN TULI,"4840 BOILING BROOK PARKWAY
ROCKVILLE, MD 20852
(39.046726, -77.098115)"
SEOUL SOON DAE,12203 VEIRS MILL ROAD,SILVER SPRING,MD,20906,BBWLHR252,On Premise,SEOUL INC.,"12203 VEIRS MILL ROAD
SILVER SPRING, MD 20906
(39.056293, -77.082626)"
GROWLERS,227 E. DIAMOND AVE.,GAITHERSBURG,MD,20877,BBWLHR660,On Premise,"GROWLERS OF GAITHERSBURG, LLC","227 E. DIAMOND AVE.
GAITHERSBURG, MD 20877
(39.142164, -77.193652)"
B & B BEER & WINE,8403 SNOUFFER SCHOOL ROAD,GAITHERSBURG,MD,20879,ABW281,Off Premise,"SOVATHA, LLC","8403 SNOUFFER SCHOOL ROAD
GAITHERSBURG, MD 20879
(39.166452, -77.171017)"
WHEATON DELI,11413 GEORGIA AVE,SILVER SPRING,MD,20902,ABW124,Off Premise,WHEATON DELI LLC,"11413 GEORGIA AVE
SILVER SPRING, MD 20902
(39.042032, -77.051833)"
PICCA POLLO A LA BRASA,13000 MIDDLEBROOK ROAD,GERMANTOWN,MD,20874,BBWLHR854,On Premise,"PICCA CHICKEN, INC","13000 MIDDLEBROOK ROAD
GERMANTOWN, MD 20874
(39.181814, -77.270033)"
SARDIS FUSION,3418 OLNEY-LAYTONSVILLE ROAD,OLNEY,MD,20832,BBWLHR21342,On Premise,"SARDIS FUSION, INC","3418 OLNEY-LAYTONSVILLE ROAD
OLNEY, MD 20832
(39.153343, -77.067257)"
HILTON GARDEN INN & HOMEWOOD SUITES,14975 SHADY GROVE ROAD,ROCKVILLE,MD,20850,BBWLHM021,On Premise,"FALLSGROVE HOTEL ASSOCIATES, L","14975 SHADY GROVE ROAD
ROCKVILLE, MD 20850
(39.100259, -77.192039)"
CAPTAIN'S MARKET,7607 MACARTHUR BLVD,CABIN JOHN,MD,20818,ABWS023,Off Premise,JAE & JAE CORPORATION,"7607 MACARTHUR BLVD
CABIN JOHN, MD 20818
(38.973444, -77.155725)"
RIO GRANDE CAFE- BETHESDA,4870 BETHESDA AVE,BETHESDA,MD,20814,BBWLHR161,On Premise,"THE MEXICAN REST., INC.","4870 BETHESDA AVE
BETHESDA, MD 20814
(38.980851, -77.098053)"
BON CHON OF GERMANTOWN,19775 FREDERICK ROAD,GERMANTOWN,MD,20876,BBWLHR21460,On Premise,"BON BON HOSPITALITY, LLC","19775 FREDERICK ROAD
GERMANTOWN, MD 20876
(39.179567, -77.238368)"
WESENYELESH INTERNATIONAL MKT,901 SILVER SPRING AVENUE,SILVER SPRING,MD,20910,ABW269,Off Premise,"WESENYELESH INTER. MARKET, LLC","901 SILVER SPRING AVENUE
SILVER SPRING, MD 20910
(38.991664, -77.024322)"
MYKONOS GRILL,121 CONGRESSIONAL LANE,ROCKVILLE,MD,20852,BBWLHR210,On Premise,"HANE RESTAURANT, INC.","121 CONGRESSIONAL LANE
ROCKVILLE, MD 20852
(39.063294, -77.127708)"
"KWIK-STOP BEER, WINE & DELI",15104 FREDERICK ROAD,ROCKVILLE,MD,20850,ABW070,Off Premise,K.S.K. CORPORATION,"15104 FREDERICK ROAD
ROCKVILLE, MD 20850
(39.10502, -77.157311)"
"BEST BEER, WINE, DELI & GROCERY","18749 NORTH FREDERICK ROAD, UNIT A",GAITHERSBURG,MD,20879,ABWS207,Off Premise,"AMBEKRUPA, LLC","18749 NORTH FREDERICK ROAD, UNIT A
GAITHERSBURG, MD 20879
(39.16348, -77.226137)"
GUAPO'S - BETHESDA,8130 WISCONSIN AVE,BETHESDA,MD,20814,BBWLHR051,On Premise,GUAPO'S BETHESDA INC.,"8130 WISCONSIN AVE
BETHESDA, MD 20814
(38.991663, -77.095844)"
FRESH GREEK GRILL,25 UNIVERSITY BLVD,SILVER SPRING,MD,20901,DBW149,On/Off-Premise,FRESH GREEK GRILL,"25 UNIVERSITY BLVD
SILVER SPRING, MD 20901
(39.0209, -77.013594)"
POTOMAC PIZZA,9812 FALLS ROAD,POTOMAC,MD,20854,BBWLHR132,On Premise,"PIZZA ZONE OF POTOMAC, INC.","9812 FALLS ROAD
POTOMAC, MD 20854
(39.016792, -77.210355)"
LOTUS NAILS,255 SPECTRUM AVENUE,GAITHERSBURG,MD,20879,SBSBW21339,On Premise,LOTUS NAILS,"255 SPECTRUM AVENUE
GAITHERSBURG, MD 20879
(39.159721, -77.22171)"
OLAZZO RESTAURANT,8235 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR197,On Premise,"OLAZZO, INC.","8235 GEORGIA AVE
SILVER SPRING, MD 20910
(38.992675, -77.02655)"
KNIGHTS OF PYTHIAS,11011 GAME PRESERVE ROAD,GAITHERSBURG,MD,20879,CBWLFV017,On Premise,KNIGHTS OF PYTHIAS,"11011 GAME PRESERVE ROAD
GAITHERSBURG, MD 20879
(39.164058, -77.2288)"
TARA THAI - ROCKVILLE,12071 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR164,On Premise,"AQUATIC THAI, INC.","12071 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.05493, -77.118027)"
THE CANCUN GRILL,11220 GEORGIA AVE,SILVER SPRING,MD,20902,BBWLHR670,On Premise,"SANDOVAL & SANDOVAL, INC.","11220 GEORGIA AVE
SILVER SPRING, MD 20902
(39.039249, -77.051142)"
HOUSE OF FOONG LIN,4613 WILLOW LANE,CHEVY CHASE,MD,20815,BBWLHR775,On Premise,"CFK, LLC","4613 WILLOW LANE
CHEVY CHASE, MD 20815
(38.981551, -77.091655)"
LOUISIANA KITCHEN & BAYOU BAR,4907 CORDELL AVE,BETHESDA,MD,20814,BBWLHR503,On Premise,LOUISIANA KITCHEN AND BAYOU BA,"4907 CORDELL AVE
BETHESDA, MD 20814
(38.989182, -77.098313)"
BROOKVILLE MARKET,7027 BROOKVILLE ROAD,CHEVY CHASE,MD,20815,ABW189,Off Premise,"CHEVY CHASE MARKET, INC.","7027 BROOKVILLE ROAD
CHEVY CHASE, MD 20815
(38.980533, -77.071265)"
BENNIGANS,23315 FREDERICK ROAD,CLARKSBURG,MD,20871,BBWLHR754,On Premise,"BUFFINGTON ENTERPRISES III, LL","23315 FREDERICK ROAD
CLARKSBURG, MD 20871
(39.238534, -77.279108)"
SMOKEY GLEN FARM,16407 RIFFLEFORD ROAD,GAITHERSBURG,MD,20878,BBWLHR221,On Premise,SMOKEY GLEN FARM BARBERQUERS I,"16407 RIFFLEFORD ROAD
GAITHERSBURG, MD 20878
(39.125317, -77.269085)"
MONTGOMERY GOURMET,10313 WESTLAKE DRIVE,BETHESDA,MD,20817,ABWS002,Off Premise,"YOUNG&KEUM,INC.","10313 WESTLAKE DRIVE
BETHESDA, MD 20817
(39.026316, -77.147997)"
SUSHI DAMO,"36 MARYLAND AVE, UNIT G",ROCKVILLE,MD,20850,BBWLHR427,On Premise,"DAMO DALCOM, INC.","36 MARYLAND AVE, UNIT G
ROCKVILLE, MD 20850
(39.085377, -77.150979)"
TASTEE DINER,8601 CAMERON STREET,SILVER SPRING,MD,20910,DBW033,On Premise,TASTEE DINER INC,"8601 CAMERON STREET
SILVER SPRING, MD 20910
(38.997571, -77.029684)"
MEIWAH RESTAURANT,4457 WILLARD AVE,CHEVY CHASE,MD,20815,BBWLHR176,On Premise,"HAKKA, LLC","4457 WILLARD AVE
CHEVY CHASE, MD 20815
(38.961978, -77.088231)"
CANA BEER & WINE,13505 CLOPPER ROAD,GERMANTOWN,MD,20874,ABWS270,Off Premise,"CANA BEER & WINE, INC.","13505 CLOPPER ROAD
GERMANTOWN, MD 20874
(39.161823, -77.280956)"
THE MUSIC CAFE,"26528 RIDGE ROAD, UNIT B",DAMASCUS,MD,20872,HBW311,On Premise,"THE MUSIC CAFE, INC","26528 RIDGE ROAD, UNIT B
DAMASCUS, MD 20872
(39.292, -77.204987)"
SPICE XING,"100 GIBBS STREET, UNIT B",ROCKVILLE,MD,20850,BBWLHR522,On Premise,"SETHSAN , LLC","100 GIBBS STREET, UNIT B
ROCKVILLE, MD 20850
(39.086751, -77.151984)"
MOD SUPER FAST PIZZA,909 ELLSWORTH DRIVE B-106,SILVER SPRING,MD,20910,BBWLHR21675,On Premise,"MOD SUPER FAST PIZZA, LLC","909 ELLSWORTH DRIVE B-106
SILVER SPRING, MD 20910
(38.995894, -77.026456)"
MAMMA LUCIA - ROCKVILLE,"12274 ROCKVILLE PIKE, SUITE M",ROCKVILLE,MD,20852,BBWLHR387,On Premise,"MAMMA LUCIA OF MONTGOMERY, INC","12274 ROCKVILLE PIKE, SUITE M
ROCKVILLE, MD 20852
(39.057665, -77.120508)"
HUNTER'S BAR & GRILL,10123 RIVER ROAD,POTOMAC,MD,20854,BBWLHR274,On Premise,"JBS RESTUARANT MANAGEMENT,LLC","10123 RIVER ROAD
POTOMAC, MD 20854
(39.017747, -77.208456)"
GOLDEN BULL GRAND CAFE,7 DALAMAR STREET,GAITHERSBURG,MD,20877,BBWLHR126,On Premise,SEVEN DALAMAR STREET INC.,"7 DALAMAR STREET
GAITHERSBURG, MD 20877
(39.145828, -77.205781)"
LIGHTHOUSE TOFU & BBQ,12710 TWINBROOK PARKWAY,ROCKVILLE,MD,20852,BBWLHR692,On Premise,"MYUNG GA OF MD, INC.","12710 TWINBROOK PARKWAY
ROCKVILLE, MD 20852
(39.064648, -77.1156)"
CAVA MEZZE GRILL - KENTLANDS,213 KENTLANDS BLVD.,GAITHERSBURG,MD,20878,BBWLHR865,On Premise,"CAVA MEZZE GRILL KENTLANDS, LL","213 KENTLANDS BLVD.
GAITHERSBURG, MD 20878
(39.123233, -77.236239)"
RUTH'S CHRIS STEAK HOUSE - BETHESDA,7315 WISCONSIN AVE,BETHESDA,MD,20814,BBWLHR253,On Premise,"RCSH OPERATIONS,LLC","7315 WISCONSIN AVE
BETHESDA, MD 20814
(38.982402, -77.093174)"
BISTRO PROVENCE,4933 FAIRMONT AVE,BETHESDA,MD,20814,BBWLHR584,On Premise,"BISTRO PROVENCE, LLC","4933 FAIRMONT AVE
BETHESDA, MD 20814
(38.987605, -77.097446)"
ALICIA'S MEXICAN GRILL,16533 SOUTH FREDERICK ROAD,GAITHERSBURG,MD,20877,BBWLHR728,On Premise,"ALICIA RESTAURANT, INC.","16533 SOUTH FREDERICK ROAD
GAITHERSBURG, MD 20877
(39.12674, -77.183762)"
HILTON GARDEN INN,2200 BROADBIRCH DRIVE,SILVER SPRING,MD,20904,BBWLHM213,On Premise,"SILVER SPRING BEVERAGE, LLC","2200 BROADBIRCH DRIVE
SILVER SPRING, MD 20904
(39.055867, -76.966525)"
THAI FARM,"800 KING FARM BLVD., #125",ROCKVILLE,MD,20850,BBWLHR325,On Premise,"THAI FARM, INC.","800 KING FARM BLVD., #125
ROCKVILLE, MD 20850
(39.111796, -77.177755)"
ABI AZTECA GRILL,11514 MIDDLEBROOK ROAD,GERMANTOWN,MD,20874,BBWLHR792,On Premise,"AZTECA GRILL, LLC","11514 MIDDLEBROOK ROAD
GERMANTOWN, MD 20874
(39.180413, -77.2394)"
MAIN STREET BEER & WINE,300 MAIN STREET,GAITHERSBURG,MD,20878,ABW237,Off Premise,NONE,"300 MAIN STREET
GAITHERSBURG, MD 20878
(39.122165, -77.238691)"
WORLD MARKET - ROCKVILLE,"12266 ROCKVILLE PIKE, UNIT P",ROCKVILLE,MD,20852,ABWS220,Off Premise,"COST PLUS, INC.","12266 ROCKVILLE PIKE, UNIT P
ROCKVILLE, MD 20852
(39.057654, -77.120498)"
BURNING TREE CLUB,8600 BURDETTE ROAD,BETHESDA,MD,20817,CBWLCC007,On Premise,"BURNING TREE CLUB, INC.","8600 BURDETTE ROAD
BETHESDA, MD 20817
(38.998481, -77.146378)"
MANNA R.D. RESTAURANT,8640 FLOWER AVE,TAKOMA PARK,MD,20912,BBWLHR596,On Premise,"MANNA RD, INC.","8640 FLOWER AVE
TAKOMA PARK, MD 20912
(38.997742, -77.003463)"
LA LIMENA RESTAURANT,"765 ROCKVILLE PIKE, UNIT A",ROCKVILLE,MD,20852,BBWLHR506,On Premise,"EMMY'S DESSERTS, INC.","765 ROCKVILLE PIKE, UNIT A
ROCKVILLE, MD 20852
(39.077772, -77.140569)"
CUGINIS RESTAURANT & BAR,"19616 FISHER AVE, UNIT H",POOLESVILLE,MD,20837,BBWLHR758,On Premise,"CUGINIS RESTAURANT & BAR, LLC","19616 FISHER AVE, UNIT H
POOLESVILLE, MD 20837
(39.144194, -77.409811)"
ITALIAN PINES,12166 DARNESTOWN ROAD,GAITHERSBURG,MD,20878,HBW125,On Premise,"RUA, INC.","12166 DARNESTOWN ROAD
GAITHERSBURG, MD 20878
(39.117713, -77.252579)"
LANGANO ETHIOPIAN RESTAURANT,8305 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR738,On Premise,LANGANO LLC,"8305 GEORGIA AVE
SILVER SPRING, MD 20910
(38.993139, -77.026576)"
BETHESDA COUNTRY CLUB,7601 BRADLEY BLVD.,BETHESDA,MD,20817,CBWLCC004,On Premise,BETHESDA COUNTRY CLUB INC.,"7601 BRADLEY BLVD.
BETHESDA, MD 20817
(39.011143, -77.154611)"
MOOSE LODGE #1775,2901 BEL PRE ROAD,SILVER SPRING,MD,20906,CBWLFV006,On Premise,"WHEATON MOOSE LODGE #1775, INC","2901 BEL PRE ROAD
SILVER SPRING, MD 20906
(39.0907, -77.059394)"
GREATEST AMERICAN HOT DOGS,7206 MUNCASTER MILL ROAD,DERWOOD,MD,20855,BBWHR144,On/Off-Premise,"GREATEST AMERICA HOTDOG, INC","7206 MUNCASTER MILL ROAD
DERWOOD, MD 20855
(39.146159, -77.145086)"
BRIGGS CHANEY DELI,13832 OUTLET DRIVE,SILVER SPRING,MD,20904,DBW150,On/Off-Premise,"TALATI ENTERPRISES, INC","13832 OUTLET DRIVE
SILVER SPRING, MD 20904
(39.082799, -76.94631)"
LA CANELA,141 GIBBS STREET,ROCKVILLE,MD,20850,BBWLHR281,On Premise,MASHA CORP II,"141 GIBBS STREET
ROCKVILLE, MD 20850
(39.087005, -77.151982)"
THE YO YO CAFE,13843 OUTLET DR.,SILVER SPRING,MD,20904,BBWLHR147,On Premise,"RGRS COMPANY, INC.","13843 OUTLET DR.
SILVER SPRING, MD 20904
(39.082866, -76.946201)"
ASBURY METHODIST VILLAGE,201 RUSSELL AVENUE,GAITHERSBURG,MD,20877,CBWLRC004,On Premise,"IVA, INC","201 RUSSELL AVENUE
GAITHERSBURG, MD 20877
(39.14535, -77.197239)"
BUCA DI BEPPO,122 KENTLANDS BLVD.,GAITHERSBURG,MD,20878,BBWLHR076,On Premise,"BUCA RESTAURANTS, INC.","122 KENTLANDS BLVD.
GAITHERSBURG, MD 20878
(39.122951, -77.233776)"
REPUBLIC,6937 LAUREL AVENUE,TAKOMA PARK,MD,20912,BBWLHR812,On Premise,"BLACKWELLS LAUREL AVE, LLC","6937 LAUREL AVENUE
TAKOMA PARK, MD 20912
(38.974144, -77.012552)"
ROSE'S ONE STOP GIFT SHOP,961 BONIFANT ST,SILVER SPRING,MD,20910,ABW23473,Off Premise,"ROSE'S ONE STOP GIFT SHOP, LLC","961 BONIFANT ST
SILVER SPRING, MD 20910
(38.993581, -77.025938)"
GOOD FORTUNE CAFE,237 KENTLANDS BLVD.,GAITHERSBURG,MD,20878,HBW298,On Premise,"GOOD FORTUNE CAFE, INC.","237 KENTLANDS BLVD.
GAITHERSBURG, MD 20878
(39.123217, -77.235999)"
THE BURGER JOINT - BETHESDA,4827 FAIRMONT AVE,BETHESDA,MD,20814,BBWLHR644,On Premise,"CAPITOL BURGER, LLC","4827 FAIRMONT AVE
BETHESDA, MD 20814
(38.988846, -77.096178)"
WHEATON PARK BEER & WINE,12039 GEORGIA AVE,SILVER SPRING,MD,20902,DBW039,On/Off-Premise,"OM SHANTI, LLC","12039 GEORGIA AVE
SILVER SPRING, MD 20902
(39.052062, -77.051128)"
ONE DAY LICENSE,201 EDISON PARK DRIVE,GAITHERSBURG,MD,20878,18686,On Premise,ONE DAY LICENSE,"201 EDISON PARK DRIVE
GAITHERSBURG, MD 20878
(39.11335, -77.234001)"
OGEI'S CHICKEN & SUBS,293 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878,BBWLHR651,On Premise,TIRAZHEH INC.,"293 MUDDY BRANCH ROAD
GAITHERSBURG, MD 20878
(39.127601, -77.209722)"
ROMA PIZZA & SUB,5404 RANDOLPH ROAD,ROCKVILLE,MD,20852,DBW144,On/Off-Premise,"KAYANI, LLC","5404 RANDOLPH ROAD
ROCKVILLE, MD 20852
(39.05347, -77.107584)"
BEATESUB MARKET & CARRY OUT,8201 GEORGIA AVENUE,SILVER SPRING,MD,20910,BBWHR26282,On/Off-Premise,"BEATESUB MARKET & CARRY-OUT, INC.","8201 GEORGIA AVENUE
SILVER SPRING, MD 20910
(38.991772, -77.026534)"
COPPER CANYON GRILL- SILVER SPRING,928 ELLSWORTH DRIVE,SILVER SPRING,MD,20910,BBWLHR079,On Premise,"RED ROCK CANYON GRILL, LLC","928 ELLSWORTH DRIVE
SILVER SPRING, MD 20910
(38.995567, -77.026848)"
AMERICAN LEGION POST 268,11225 FERN STREET,SILVER SPRING,MD,20902,CBWLFV002,On Premise,WHEATON POST #268,"11225 FERN STREET
SILVER SPRING, MD 20902
(39.03981, -77.049626)"
SUSHI OISHII,9706 TRAVILLE GATEWAY DR,ROCKVILLE,MD,20850,BBWLHR685,On Premise,"SUSHI OISHII II, INC","9706 TRAVILLE GATEWAY DR
ROCKVILLE, MD 20850
(39.09134, -77.204353)"
